#
# Joint Pamir-Hindu Kush earthquake catalog for events deeper 50 km from Kufner et al., 2016
# obtained from the TIPAGE/FERGHANA/TIPTIMON networks 
# (Mechie et al., 2012/Feld et al., 2015/Schurr et al., 2012/13)
# between 2012-14 & 2008-10.
#
# Pamir events are mainly relocated from Sippl et al., 2013 (JGR)
# 
# See Kufner et. al. 2016 for details on location procedure 
# - "absError(km)" -- absolute location error (value refers to the radius of a sphere with the same volume as the error ellipsoide calculated in NonLinLoc)  
# - "AveragedRelativeError (km)" -- averaged relative location error from the double difference scheme. "-" if only single event location exists. 
# - the separation in "deepPamir" and "deepHinduKush" events is mainly due to the different dip angles of the seismic domains beneath Pamir and Hindu Kush
#   
# longitude(deg) latitude(deg) depth(km) local_magnitude absError(km) AveragedRelativeError(km) area(deepPamir/deepHinduKush)
71.987 37.360 177.29 2.6 7.2 1.9 deepPamir
70.863 36.479 177.31 2.5 5.7 1.9 deepHinduKush
72.078 37.400 177.32 3.2 3.0 1.9 deepPamir
71.337 36.668 177.35 3.2 4.8 1.9 deepHinduKush
71.149 36.653 177.45 3.3 4.2 1.9 deepHinduKush
71.915 37.149 177.48 3.9 3.1 1.9 deepPamir
71.293 36.717 177.64 3.7 3.9 1.9 deepHinduKush
71.378 36.683 177.65 3.2 3.7 1.9 deepHinduKush
71.359 36.700 177.69 3.0 4.6 1.9 deepHinduKush
71.348 36.689 177.72 3.1 3.9 1.9 deepHinduKush
72.189 37.477 177.74 2.4 4.9 1.9 deepPamir
71.383 36.684 177.75 4.1 3.7 1.9 deepHinduKush
72.221 37.470 177.77 2.8 3.6 1.9 deepPamir
70.407 36.514 177.84 2.7 5.5 1.9 deepHinduKush
71.412 36.688 177.84 2.8 5.2 1.9 deepHinduKush
72.237 37.519 177.87 2.5 7.5 1.9 deepPamir
71.994 37.340 177.89 2.8 8.9 1.9 deepPamir
70.451 36.497 177.91 3.8 3.5 1.9 deepHinduKush
70.117 36.551 177.96 2.5 11.4 - deepHinduKush
72.269 37.567 177.97 4.9 6.9 1.9 deepPamir
72.293 37.591 178.06 4.3 2.9 1.9 deepPamir
71.265 36.747 178.08 2.9 3.1 1.9 deepHinduKush
70.842 36.532 178.15 2.7 3.4 1.9 deepHinduKush
71.350 36.697 178.15 4.2 3.8 1.9 deepHinduKush
71.912 37.132 178.18 3.1 5.4 1.9 deepPamir
71.271 36.731 178.20 3.1 4.2 1.9 deepHinduKush
71.340 36.661 178.22 2.7 4.6 1.9 deepHinduKush
71.988 37.302 178.23 2.6 6.0 1.9 deepPamir
71.476 36.896 178.24 2.8 6.0 1.9 deepHinduKush
71.414 36.729 178.25 3.3 5.7 1.9 deepHinduKush
71.936 37.121 178.26 3.4 4.4 1.9 deepPamir
72.051 37.326 178.27 2.4 6.6 1.9 deepPamir
71.270 36.732 178.28 3.0 5.6 1.9 deepHinduKush
71.268 36.660 178.30 2.8 6.3 1.9 deepHinduKush
71.073 36.620 178.33 2.8 5.6 1.9 deepHinduKush
71.942 37.064 178.35 3.5 2.7 1.9 deepPamir
71.484 36.899 178.38 2.9 5.0 1.9 deepHinduKush
71.974 37.297 178.40 3.4 4.0 1.9 deepPamir
71.905 37.258 178.43 2.3 5.0 1.9 deepPamir
71.026 36.608 178.49 3.3 4.6 1.9 deepHinduKush
71.327 36.718 178.53 3.2 7.8 1.9 deepHinduKush
71.425 36.855 178.57 2.3 7.9 1.9 deepHinduKush
70.812 36.449 178.61 2.0 6.3 1.9 deepHinduKush
72.218 37.476 178.62 3.0 4.0 1.9 deepPamir
70.675 36.543 178.64 3.0 5.3 1.9 deepHinduKush
69.545 36.574 178.70 2.9 5.8 1.9 deepHinduKush
72.224 37.468 178.70 3.5 2.6 1.9 deepPamir
71.868 37.214 178.72 3.0 10.2 1.9 deepPamir
71.363 36.671 178.73 2.5 3.8 1.9 deepHinduKush
71.332 36.675 178.75 2.7 10.0 1.9 deepHinduKush
71.259 36.733 178.76 2.6 3.1 1.9 deepHinduKush
70.858 36.523 178.78 2.7 5.0 1.9 deepHinduKush
71.498 36.880 178.78 2.8 6.1 1.9 deepHinduKush
72.242 37.498 178.78 2.8 6.8 1.9 deepPamir
70.880 36.600 178.79 3.2 5.7 1.9 deepHinduKush
75.669 38.079 178.80 3.8 32.9 - deepPamir
71.304 36.712 178.81 3.8 4.5 1.9 deepHinduKush
72.212 37.488 178.82 3.0 3.9 1.9 deepPamir
74.457 38.253 178.84 2.9 6.5 - deepPamir
71.418 36.681 178.85 3.0 8.1 1.9 deepHinduKush
71.384 36.764 178.87 2.7 7.7 1.9 deepHinduKush
72.095 37.407 178.87 2.7 4.0 1.9 deepPamir
71.285 36.698 178.92 3.5 5.5 1.9 deepHinduKush
71.114 36.631 178.93 3.4 4.9 1.9 deepHinduKush
71.276 36.737 178.96 3.3 3.5 1.9 deepHinduKush
72.019 37.109 178.96 3.2 9.4 1.9 deepPamir
71.277 36.731 178.97 3.4 3.6 1.9 deepHinduKush
71.868 37.222 178.97 2.9 3.1 1.9 deepPamir
71.126 36.609 179.03 3.3 4.2 1.9 deepHinduKush
71.938 37.075 179.05 3.1 4.9 1.9 deepPamir
72.230 37.233 179.15 3.6 12.9 - deepPamir
71.830 37.166 179.16 3.1 12.7 1.9 deepPamir
71.900 37.149 179.18 3.5 3.3 1.9 deepPamir
71.414 36.690 179.21 3.7 4.7 1.9 deepHinduKush
70.988 36.473 179.29 3.0 8.8 1.9 deepHinduKush
71.288 36.748 179.35 3.4 7.5 1.9 deepHinduKush
72.175 37.497 179.37 3.0 6.5 1.9 deepPamir
72.221 37.482 179.37 2.7 4.2 1.9 deepPamir
71.393 36.711 179.38 3.0 5.6 1.9 deepHinduKush
72.084 37.256 179.46 2.7 6.7 1.9 deepPamir
71.276 36.733 179.47 3.3 12.2 1.9 deepHinduKush
72.121 37.482 179.47 2.9 6.1 1.9 deepPamir
71.307 36.738 179.51 4.4 4.2 1.9 deepHinduKush
71.271 36.749 179.53 3.5 3.0 1.9 deepHinduKush
71.993 37.039 179.53 2.9 5.5 1.9 deepPamir
71.290 36.702 179.57 4.1 3.2 1.9 deepHinduKush
72.175 37.474 179.57 3.3 2.8 1.9 deepPamir
70.905 36.546 179.59 4.2 2.8 1.9 deepHinduKush
71.881 37.150 179.64 3.3 3.7 1.9 deepPamir
71.351 36.694 179.68 3.2 3.5 1.9 deepHinduKush
72.226 37.502 179.77 3.2 6.7 1.9 deepPamir
72.183 37.462 179.81 3.0 4.3 1.9 deepPamir
72.607 37.585 179.81 2.8 5.9 - deepPamir
72.228 37.470 179.82 3.8 2.4 1.9 deepPamir
70.846 36.522 179.84 3.8 3.2 1.9 deepHinduKush
72.226 37.484 179.86 3.2 3.8 1.9 deepPamir
71.361 36.687 179.87 2.7 5.9 1.9 deepHinduKush
71.901 37.221 180.04 3.2 3.2 1.9 deepPamir
72.282 37.511 180.05 2.7 5.2 1.9 deepPamir
70.977 36.583 180.09 3.3 4.0 1.9 deepHinduKush
70.734 36.517 180.12 3.1 4.5 1.9 deepHinduKush
71.289 36.742 180.13 3.0 3.6 1.9 deepHinduKush
69.456 36.674 180.17 2.8 11.6 - deepHinduKush
71.366 36.650 180.20 3.2 4.0 1.9 deepHinduKush
71.890 37.085 180.20 2.8 4.4 1.9 deepPamir
72.201 37.470 180.22 2.4 4.2 1.9 deepPamir
70.758 36.516 180.32 3.2 3.7 1.9 deepHinduKush
71.476 36.923 180.34 2.7 6.5 1.9 deepHinduKush
71.939 37.332 180.35 3.2 5.3 1.9 deepPamir
71.931 37.126 180.38 3.1 3.2 1.9 deepPamir
72.165 37.392 180.40 3.0 5.7 1.9 deepPamir
71.370 36.666 180.41 4.4 4.8 1.9 deepHinduKush
72.169 37.460 180.53 3.1 3.9 1.9 deepPamir
72.281 37.597 180.55 2.5 4.6 1.9 deepPamir
71.976 37.064 180.59 2.9 3.4 1.9 deepPamir
70.323 36.522 180.60 3.1 4.1 1.9 deepHinduKush
71.972 37.229 180.70 3.0 4.7 1.9 deepPamir
71.804 37.298 180.72 2.5 13.5 1.9 deepPamir
70.737 36.521 180.73 3.1 3.3 1.9 deepHinduKush
72.049 37.314 180.79 2.5 8.1 1.9 deepPamir
71.265 36.617 180.81 2.7 8.2 1.9 deepHinduKush
71.396 36.665 180.81 4.4 7.2 1.9 deepHinduKush
69.644 36.392 180.84 4.6 3.3 1.9 deepHinduKush
72.134 37.352 180.90 3.1 5.0 1.9 deepPamir
71.268 36.701 180.91 3.5 3.8 1.9 deepHinduKush
72.005 37.061 180.91 3.2 5.3 1.9 deepPamir
71.435 36.871 180.92 3.0 5.0 1.9 deepHinduKush
71.286 36.737 180.94 3.2 6.1 1.9 deepHinduKush
71.270 36.726 180.99 3.2 3.5 1.9 deepHinduKush
71.290 36.714 181.00 4.0 3.4 1.9 deepHinduKush
71.099 36.510 181.03 3.2 6.5 1.9 deepHinduKush
71.322 36.745 181.03 3.5 3.2 1.9 deepHinduKush
71.144 36.618 181.09 2.6 5.2 1.9 deepHinduKush
70.745 36.522 181.19 3.5 3.5 1.9 deepHinduKush
71.121 36.630 181.19 3.0 4.1 1.9 deepHinduKush
72.218 37.466 181.23 3.5 2.6 1.9 deepPamir
72.337 37.321 181.25 3.0 9.8 - deepPamir
71.339 36.668 181.27 2.9 6.0 1.9 deepHinduKush
71.293 36.714 181.39 3.2 3.2 1.9 deepHinduKush
71.917 37.128 181.41 3.2 4.4 1.9 deepPamir
71.280 36.724 181.44 2.6 4.2 1.9 deepHinduKush
71.289 36.747 181.44 3.2 3.1 1.9 deepHinduKush
71.427 36.775 181.44 2.5 5.9 1.9 deepHinduKush
70.861 36.534 181.46 3.5 4.4 1.9 deepHinduKush
71.370 36.637 181.46 5.0 3.4 1.9 deepHinduKush
72.254 37.510 181.46 2.7 5.0 1.9 deepPamir
72.411 37.592 181.46 2.8 - 1.9 deepPamir
70.862 36.533 181.47 3.4 5.6 1.9 deepHinduKush
71.224 36.635 181.49 3.1 6.6 1.9 deepHinduKush
71.389 36.694 181.50 2.5 8.4 1.9 deepHinduKush
71.195 36.613 181.51 2.8 4.3 1.9 deepHinduKush
71.283 36.728 181.56 3.3 3.7 1.9 deepHinduKush
70.859 36.556 181.57 3.0 4.3 1.9 deepHinduKush
71.305 36.685 181.64 4.3 3.1 1.9 deepHinduKush
71.194 36.628 181.67 3.6 6.8 1.9 deepHinduKush
72.144 37.420 181.69 3.9 5.1 1.9 deepPamir
72.219 37.477 181.71 2.7 3.5 1.9 deepPamir
71.924 37.131 181.81 2.9 4.1 1.9 deepPamir
71.133 36.613 181.82 2.8 5.2 1.9 deepHinduKush
72.355 37.582 181.83 3.4 3.2 1.9 deepPamir
69.699 36.582 181.86 2.8 9.1 - deepHinduKush
72.235 37.479 181.88 2.5 5.8 1.9 deepPamir
72.169 37.514 181.91 2.7 7.5 1.9 deepPamir
71.926 37.117 181.93 2.9 3.7 1.9 deepPamir
71.921 37.210 181.99 3.1 12.4 1.9 deepPamir
70.869 36.543 182.03 3.3 3.6 1.9 deepHinduKush
72.256 37.504 182.03 5.0 2.6 1.9 deepPamir
71.347 36.650 182.06 2.7 7.1 1.9 deepHinduKush
71.275 36.687 182.15 3.4 5.7 1.9 deepHinduKush
71.314 36.752 182.18 2.7 6.1 1.9 deepHinduKush
71.270 36.743 182.21 2.7 7.6 1.9 deepHinduKush
71.290 36.738 182.24 3.2 3.6 1.9 deepHinduKush
71.305 36.722 182.25 2.2 5.7 1.9 deepHinduKush
71.347 36.738 182.25 2.4 5.5 1.9 deepHinduKush
70.959 36.580 182.26 2.7 5.1 1.9 deepHinduKush
72.248 37.516 182.30 3.0 3.0 1.9 deepPamir
72.217 37.500 182.43 3.3 2.7 1.9 deepPamir
71.926 37.339 182.44 3.1 4.9 1.9 deepPamir
71.043 36.653 182.45 2.9 7.7 1.9 deepHinduKush
72.229 37.498 182.49 2.6 7.9 1.9 deepPamir
71.285 36.731 182.50 2.9 5.8 1.9 deepHinduKush
71.945 37.306 182.52 3.6 5.9 1.9 deepPamir
71.926 37.103 182.58 3.3 4.7 1.9 deepPamir
71.292 36.678 182.60 2.7 4.1 1.9 deepHinduKush
72.340 37.513 182.60 3.8 2.7 1.9 deepPamir
72.243 37.505 182.62 3.4 2.7 1.9 deepPamir
72.254 37.518 182.63 4.6 4.0 1.9 deepPamir
72.231 37.483 182.64 2.6 4.0 1.9 deepPamir
70.861 36.539 182.68 3.7 4.5 1.9 deepHinduKush
72.189 37.458 182.70 3.5 2.5 1.9 deepPamir
72.247 37.476 182.72 2.5 6.2 1.9 deepPamir
71.990 37.343 182.73 3.4 4.2 1.9 deepPamir
71.910 37.168 182.75 3.3 4.8 1.9 deepPamir
72.208 37.440 182.78 3.1 3.7 1.9 deepPamir
72.206 37.469 182.84 4.0 2.4 1.9 deepPamir
71.924 37.142 182.88 3.3 3.6 1.9 deepPamir
72.498 37.637 182.88 3.4 3.4 1.9 deepPamir
70.967 36.552 182.91 3.5 4.8 1.9 deepHinduKush
71.927 37.137 182.91 3.0 3.9 1.9 deepPamir
71.287 36.732 182.93 3.6 3.5 1.9 deepHinduKush
71.272 36.726 182.94 2.7 4.6 1.9 deepHinduKush
71.285 36.719 182.94 3.7 3.5 1.9 deepHinduKush
72.114 37.389 182.95 3.9 6.0 1.9 deepPamir
71.288 36.722 182.96 3.8 3.6 1.9 deepHinduKush
72.216 37.474 183.01 2.9 3.7 1.9 deepPamir
71.264 36.712 183.05 3.8 4.0 1.9 deepHinduKush
72.189 37.485 183.05 3.0 3.1 1.9 deepPamir
72.566 37.729 183.05 3.0 4.0 1.9 deepPamir
71.256 36.697 183.06 2.9 5.3 1.9 deepHinduKush
71.905 37.152 183.19 3.3 3.3 1.9 deepPamir
72.204 37.484 183.22 3.0 9.6 1.9 deepPamir
71.924 37.124 183.25 3.5 5.5 1.9 deepPamir
70.929 36.567 183.32 2.6 5.8 1.9 deepHinduKush
70.877 36.533 183.36 3.8 4.6 1.9 deepHinduKush
72.215 37.479 183.36 4.0 2.5 1.9 deepPamir
71.275 36.712 183.37 3.2 4.6 1.9 deepHinduKush
72.299 37.552 183.45 2.4 6.6 1.9 deepPamir
71.934 37.193 183.47 2.7 6.5 1.9 deepPamir
72.246 37.511 183.47 2.5 10.3 1.9 deepPamir
72.576 37.737 183.47 2.5 4.2 1.9 deepPamir
70.906 36.662 183.52 3.0 5.2 1.9 deepHinduKush
72.346 37.514 183.53 3.2 3.7 1.9 deepPamir
71.942 37.339 183.54 2.8 4.1 1.9 deepPamir
71.281 36.727 183.67 2.5 4.9 1.9 deepHinduKush
72.247 37.513 183.67 2.6 5.2 1.9 deepPamir
72.121 37.401 183.68 2.7 4.5 1.9 deepPamir
71.339 36.684 183.71 2.6 6.6 1.9 deepHinduKush
70.879 36.540 183.72 3.3 3.8 1.9 deepHinduKush
71.528 37.028 183.73 2.7 10.8 - deepHinduKush
72.257 37.510 183.73 3.9 3.4 1.9 deepPamir
71.240 36.733 183.74 3.0 4.7 1.9 deepHinduKush
71.266 36.715 183.79 3.0 4.0 1.9 deepHinduKush
71.296 36.719 183.79 2.8 4.3 1.9 deepHinduKush
72.425 37.574 183.81 2.9 9.2 1.9 deepPamir
70.722 36.505 183.82 5.1 2.9 1.9 deepHinduKush
72.264 37.492 183.87 2.7 3.7 1.9 deepPamir
70.875 36.548 183.89 2.9 3.9 1.9 deepHinduKush
71.121 36.601 183.90 2.8 5.7 1.9 deepHinduKush
71.278 36.674 183.90 2.9 4.4 1.9 deepHinduKush
72.188 37.468 183.91 2.8 3.1 1.9 deepPamir
71.394 36.652 183.93 2.7 6.2 1.9 deepHinduKush
72.252 37.508 183.93 2.9 4.6 1.9 deepPamir
71.283 36.698 183.96 2.5 4.0 1.9 deepHinduKush
70.564 36.432 183.98 2.5 7.8 1.9 deepHinduKush
70.939 36.512 183.98 2.7 4.4 1.9 deepHinduKush
70.877 36.534 184.00 3.4 3.5 1.9 deepHinduKush
71.954 37.532 184.02 3.6 12.1 - deepPamir
72.215 37.484 184.05 2.8 9.7 1.9 deepPamir
72.344 37.583 184.05 2.7 4.1 1.9 deepPamir
72.154 37.470 184.10 2.8 6.0 1.9 deepPamir
72.685 37.822 184.13 2.2 12.3 - deepPamir
71.633 36.816 184.22 2.6 6.5 - deepHinduKush
72.145 37.341 184.28 2.4 9.8 1.9 deepPamir
72.171 37.404 184.30 2.7 6.5 1.9 deepPamir
72.251 37.500 184.32 2.7 4.3 1.9 deepPamir
71.426 36.881 184.35 2.9 6.8 1.9 deepHinduKush
72.263 37.483 184.36 3.0 4.0 1.9 deepPamir
71.917 37.115 184.37 3.3 4.5 1.9 deepPamir
71.223 36.759 184.38 2.8 3.7 1.9 deepHinduKush
71.279 36.713 184.39 2.5 5.1 1.9 deepHinduKush
71.295 36.721 184.41 2.8 3.5 1.9 deepHinduKush
71.390 36.658 184.41 2.9 5.1 1.9 deepHinduKush
71.359 36.706 184.45 2.0 6.1 1.9 deepHinduKush
72.184 37.476 184.46 3.0 3.9 1.9 deepPamir
72.184 37.448 184.49 3.9 3.4 1.9 deepPamir
71.914 37.140 184.50 2.8 4.9 1.9 deepPamir
71.916 37.134 184.50 2.8 3.9 1.9 deepPamir
71.926 37.147 184.50 3.0 3.9 1.9 deepPamir
72.212 37.494 184.54 4.1 3.8 1.9 deepPamir
72.131 37.431 184.56 2.8 3.8 1.9 deepPamir
69.592 36.469 184.59 2.9 8.2 1.9 deepHinduKush
72.216 37.479 184.60 3.1 3.1 1.9 deepPamir
71.307 36.718 184.63 2.6 4.9 1.9 deepHinduKush
71.359 36.639 184.74 2.9 6.3 1.9 deepHinduKush
71.863 37.091 184.80 2.7 17.1 1.9 deepPamir
72.368 37.602 184.85 2.7 5.5 1.9 deepPamir
71.905 37.177 184.88 3.6 3.6 1.9 deepPamir
72.448 37.471 184.94 2.8 8.5 - deepPamir
70.912 36.550 184.97 3.4 3.5 1.9 deepHinduKush
71.968 37.312 185.04 2.7 4.8 1.9 deepPamir
70.627 36.359 185.09 3.7 3.6 1.9 deepHinduKush
70.862 36.512 185.09 4.3 4.0 1.9 deepHinduKush
71.262 36.696 185.12 3.0 5.0 1.9 deepHinduKush
70.875 36.533 185.15 3.7 3.4 1.9 deepHinduKush
71.303 36.710 185.22 2.7 5.9 1.9 deepHinduKush
72.248 37.513 185.22 2.8 6.1 1.9 deepPamir
70.761 36.528 185.25 2.7 5.8 1.9 deepHinduKush
71.323 36.819 185.25 3.3 3.1 1.9 deepHinduKush
70.855 36.536 185.29 3.5 3.5 1.9 deepHinduKush
71.289 36.700 185.32 4.1 4.2 1.9 deepHinduKush
71.297 36.685 185.32 2.5 5.7 1.9 deepHinduKush
71.900 37.316 185.34 2.8 4.0 1.9 deepPamir
72.243 37.514 185.40 3.0 3.5 1.9 deepPamir
70.744 36.514 185.43 4.1 4.3 1.9 deepHinduKush
72.265 37.516 185.43 2.3 5.1 1.9 deepPamir
71.930 37.225 185.44 4.0 3.6 1.9 deepPamir
72.221 37.487 185.44 4.6 3.3 1.9 deepPamir
72.323 37.511 185.44 3.0 3.3 1.9 deepPamir
72.264 37.489 185.49 2.9 3.8 1.9 deepPamir
71.793 37.240 185.56 3.3 5.4 1.9 deepPamir
71.878 37.189 185.57 2.6 9.9 1.9 deepPamir
72.271 37.512 185.59 2.6 7.1 1.9 deepPamir
71.114 36.596 185.65 2.7 6.9 1.9 deepHinduKush
71.374 36.654 185.67 3.1 5.1 1.9 deepHinduKush
71.336 36.718 185.68 3.1 4.0 1.9 deepHinduKush
70.924 36.557 185.73 2.4 7.7 1.9 deepHinduKush
71.061 36.567 185.76 2.3 5.4 1.9 deepHinduKush
71.376 36.685 185.79 5.8 5.0 1.9 deepHinduKush
72.246 37.493 185.83 2.9 3.7 1.9 deepPamir
71.916 37.140 185.88 3.9 3.6 1.9 deepPamir
70.730 36.510 185.93 3.8 3.1 1.9 deepHinduKush
71.930 37.173 185.93 3.3 4.9 1.9 deepPamir
72.213 37.463 185.94 2.9 4.9 1.9 deepPamir
71.309 36.704 185.98 2.9 3.5 1.9 deepHinduKush
72.357 37.529 185.98 3.0 4.0 1.9 deepPamir
72.253 37.496 185.99 3.0 6.0 1.9 deepPamir
71.314 36.722 186.01 3.4 3.6 1.9 deepHinduKush
72.236 37.474 186.07 3.5 3.5 1.9 deepPamir
72.253 37.486 186.07 4.3 2.4 1.9 deepPamir
72.080 37.406 186.15 3.4 5.6 1.9 deepPamir
71.961 37.231 186.19 2.9 4.7 1.9 deepPamir
72.064 37.415 186.19 3.3 9.1 1.9 deepPamir
70.389 36.244 186.20 2.9 8.5 - deepHinduKush
69.552 36.563 186.21 3.8 5.0 1.9 deepHinduKush
70.948 36.536 186.29 2.6 5.2 1.9 deepHinduKush
72.265 37.482 186.30 2.7 6.9 1.9 deepPamir
71.000 36.590 186.31 3.4 4.7 1.9 deepHinduKush
71.272 36.647 186.31 2.8 4.2 1.9 deepHinduKush
71.924 37.170 186.35 2.8 4.9 1.9 deepPamir
70.872 36.531 186.44 5.6 3.5 1.9 deepHinduKush
72.257 37.503 186.50 2.8 3.8 1.9 deepPamir
71.026 36.528 186.53 3.0 4.6 1.9 deepHinduKush
71.290 36.695 186.53 2.8 6.0 1.9 deepHinduKush
70.869 36.531 186.55 3.6 4.5 1.9 deepHinduKush
71.888 37.233 186.60 2.9 5.3 1.9 deepPamir
72.185 37.486 186.60 2.7 4.7 1.9 deepPamir
71.912 37.145 186.68 2.9 5.2 1.9 deepPamir
72.066 37.393 186.68 3.9 3.5 1.9 deepPamir
70.910 36.568 186.69 2.6 5.2 1.9 deepHinduKush
72.184 37.439 186.79 2.8 4.4 1.9 deepPamir
70.958 36.551 186.81 3.9 6.1 1.9 deepHinduKush
72.212 37.438 186.82 3.1 5.3 1.9 deepPamir
71.493 36.904 186.85 2.5 6.3 1.9 deepHinduKush
72.242 37.481 186.85 4.5 3.9 1.9 deepPamir
70.727 36.497 186.90 3.9 2.9 1.9 deepHinduKush
71.368 36.618 186.94 2.7 5.7 1.9 deepHinduKush
72.150 37.042 186.95 3.0 6.5 - deepPamir
72.216 37.435 186.97 3.0 5.8 1.9 deepPamir
72.304 37.518 186.97 2.4 4.8 1.9 deepPamir
72.265 37.528 187.00 2.4 4.3 1.9 deepPamir
72.200 37.483 187.05 3.2 4.8 1.9 deepPamir
70.912 36.545 187.07 3.6 3.7 1.9 deepHinduKush
72.108 37.366 187.07 3.7 3.3 1.9 deepPamir
72.247 37.483 187.07 2.6 3.6 1.9 deepPamir
72.378 37.573 187.09 3.8 4.5 1.9 deepPamir
72.230 37.449 187.14 4.1 2.6 1.9 deepPamir
71.914 37.234 187.16 3.2 3.9 1.9 deepPamir
72.218 37.472 187.17 3.0 3.8 1.9 deepPamir
71.057 36.609 187.19 2.9 4.6 1.9 deepHinduKush
72.168 37.416 187.20 3.1 3.7 1.9 deepPamir
72.153 37.402 187.21 2.9 5.1 1.9 deepPamir
71.806 37.434 187.23 3.0 8.9 - deepPamir
72.342 37.536 187.26 2.5 10.4 1.9 deepPamir
72.246 37.486 187.30 3.1 4.6 1.9 deepPamir
71.290 36.691 187.31 2.7 5.3 1.9 deepHinduKush
72.175 37.470 187.31 3.3 3.7 1.9 deepPamir
72.179 37.471 187.36 2.9 5.1 1.9 deepPamir
72.167 37.423 187.43 2.7 7.7 1.9 deepPamir
72.230 37.524 187.43 3.3 3.5 1.9 deepPamir
72.636 37.775 187.45 2.8 4.8 1.9 deepPamir
72.150 37.378 187.50 3.7 4.4 1.9 deepPamir
71.902 37.252 187.53 2.6 9.3 1.9 deepPamir
70.856 36.506 187.54 6.5 4.3 1.9 deepHinduKush
72.111 37.425 187.62 2.7 3.7 1.9 deepPamir
72.228 37.453 187.62 3.6 4.6 1.9 deepPamir
72.167 37.463 187.64 2.7 8.6 1.9 deepPamir
72.300 37.523 187.64 3.1 3.7 1.9 deepPamir
72.200 37.467 187.68 3.9 3.3 1.9 deepPamir
72.238 37.474 187.70 3.3 3.6 1.9 deepPamir
71.277 36.704 187.72 3.4 4.8 1.9 deepHinduKush
71.315 36.698 187.72 4.4 4.2 1.9 deepHinduKush
72.358 37.534 187.73 4.0 3.9 1.9 deepPamir
72.157 37.397 187.75 3.0 4.0 1.9 deepPamir
72.297 37.528 187.78 3.9 3.3 1.9 deepPamir
71.906 37.289 187.79 2.7 6.2 1.9 deepPamir
72.215 37.483 187.85 3.7 4.7 1.9 deepPamir
72.074 37.372 187.86 4.0 2.5 1.9 deepPamir
69.543 36.581 187.88 2.5 5.6 1.9 deepHinduKush
72.212 37.435 187.93 3.1 3.2 1.9 deepPamir
70.921 36.546 187.95 3.5 3.3 1.9 deepHinduKush
72.328 37.594 187.95 3.0 3.4 1.9 deepPamir
72.342 37.535 187.95 3.0 3.2 1.9 deepPamir
70.883 36.533 187.99 5.1 3.0 1.9 deepHinduKush
71.279 36.686 188.00 4.0 2.7 1.9 deepHinduKush
72.145 37.423 188.03 2.9 4.6 1.9 deepPamir
72.300 37.518 188.03 3.0 3.4 1.9 deepPamir
70.792 36.475 188.19 7.0 4.0 1.9 deepHinduKush
72.254 37.507 188.20 2.7 5.8 1.9 deepPamir
72.239 37.496 188.21 2.6 4.3 1.9 deepPamir
71.299 36.702 188.23 3.7 3.9 1.9 deepHinduKush
69.587 36.312 188.25 3.2 5.6 - deepHinduKush
71.511 36.866 188.26 2.6 7.1 1.9 deepHinduKush
72.397 37.567 188.28 3.2 5.9 1.9 deepPamir
71.288 36.649 188.30 2.4 7.6 1.9 deepHinduKush
72.244 37.501 188.45 2.8 4.6 1.9 deepPamir
71.927 37.168 188.46 3.0 4.7 1.9 deepPamir
71.958 37.322 188.48 2.7 7.3 1.9 deepPamir
71.161 36.762 188.51 3.5 3.8 1.9 deepHinduKush
71.890 37.167 188.51 3.1 3.8 1.9 deepPamir
70.704 36.491 188.61 4.1 4.2 1.9 deepHinduKush
72.624 37.767 188.63 2.7 5.0 1.9 deepPamir
71.259 36.691 188.64 4.6 3.9 1.9 deepHinduKush
71.310 36.687 188.64 4.6 3.2 1.9 deepHinduKush
71.950 37.286 188.64 3.5 4.0 1.9 deepPamir
72.193 37.445 188.64 4.1 3.0 1.9 deepPamir
72.133 37.427 188.65 3.0 3.9 1.9 deepPamir
71.958 37.288 188.67 3.3 3.7 1.9 deepPamir
70.320 36.525 188.68 3.0 3.6 1.9 deepHinduKush
71.016 36.550 188.73 2.8 6.8 1.9 deepHinduKush
71.281 36.698 188.75 2.4 6.6 1.9 deepHinduKush
70.891 36.523 188.76 3.5 3.3 1.9 deepHinduKush
71.345 36.703 188.78 2.6 4.9 1.9 deepHinduKush
71.896 37.114 188.78 4.4 6.9 1.9 deepPamir
70.854 36.522 188.79 5.6 4.8 1.9 deepHinduKush
72.234 37.464 188.79 2.6 8.1 1.9 deepPamir
71.174 36.605 188.80 2.8 5.2 1.9 deepHinduKush
72.257 37.506 188.82 2.9 3.7 1.9 deepPamir
72.250 37.494 188.85 2.4 4.3 1.9 deepPamir
71.318 36.718 188.90 2.8 6.6 1.9 deepHinduKush
72.542 37.767 188.93 2.8 8.5 1.9 deepPamir
71.278 36.694 188.94 4.4 3.1 1.9 deepHinduKush
71.903 37.178 188.94 3.3 4.3 1.9 deepPamir
71.886 37.266 189.00 3.0 5.2 1.9 deepPamir
72.290 37.476 189.00 2.8 6.9 1.9 deepPamir
71.896 37.178 189.02 3.0 7.9 1.9 deepPamir
70.905 36.540 189.04 3.3 3.8 1.9 deepHinduKush
71.955 37.295 189.07 4.7 3.7 1.9 deepPamir
71.211 36.710 189.16 3.1 4.6 1.9 deepHinduKush
72.259 37.476 189.16 2.8 6.7 1.9 deepPamir
72.196 37.467 189.18 2.8 5.2 1.9 deepPamir
